run,status,label,eval_label,horizon_years,feature_set,seed,grid_params,sampled_params,config_hash,n_test,effective_n,base_rate,pr_auc,roc_auc,brier,base_rate_brier,precision_at_20,conf_at_20,recall_at_20
forest_random_search_3y-2seeds__label_3y_beat_spy__r4__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 14, ""max_features"": 0.636915, ""max_samples"": 0.579044, ""min_samples_leaf"": 63, ""n_estimators"": 127}",91266b50e1224594,256351,8215.438550146824,0.3535010191664152,0.463074931253754,0.6277533900071379,0.2356449026552189,0.22853804861472096,0.540625,0.7921688418550886,0.0018590156888029228
forest_random_search_3y-2seeds__label_3y_beat_spy__r14__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 13, ""max_features"": 0.639511, ""max_samples"": 0.47679, ""min_samples_leaf"": 121, ""n_estimators"": 418}",1a36f745907d9618,256351,8215.438550146824,0.3535010191664152,0.46380360670021126,0.6259516920398839,0.23629460410872657,0.22853804861472096,0.540625,0.7790011899536854,0.0018590156888029228
forest_random_search_3y-2seeds__label_3y_beat_spy__r26__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 13, ""max_features"": 0.467279, ""max_samples"": 0.513654, ""min_samples_leaf"": 131, ""n_estimators"": 137}",ee4b30680113f08d,256351,8215.438550146824,0.3535010191664152,0.4642542869430889,0.6262363601290796,0.23622515192529536,0.22853804861472096,0.5375,0.7746849754447264,0.0018482699333763164
forest_random_search_3y-2seeds__label_3y_beat_spy__r31__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 6, ""max_features"": 0.517101, ""max_samples"": 0.668913, ""min_samples_leaf"": 126, ""n_estimators"": 295}",e03430406370ddc1,256351,8215.438550146824,0.3535010191664152,0.4641522380097317,0.6253000770902382,0.23709703381392713,0.22853804861472096,0.5375,0.7524669699240254,0.0018482699333763164
forest_random_search_3y-2seeds__label_3y_beat_spy__r5__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 9, ""max_features"": 0.761626, ""max_samples"": 0.297319, ""min_samples_leaf"": 90, ""n_estimators"": 458}",c7e64f85b0314540,256351,8215.438550146824,0.3535010191664152,0.46356868410156526,0.6262530958464085,0.23688444850225132,0.22853804861472096,0.5375,0.7701913353263359,0.0018482699333763164
forest_random_search_3y-2seeds__label_3y_beat_spy__r1__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": 0.746969, ""max_samples"": 0.593032, ""min_samples_leaf"": 30, ""n_estimators"": 491}",bb99e43b4c5ac586,256351,8215.438550146824,0.3535010191664152,0.4630356777102874,0.6282538981613415,0.23492537496696392,0.22853804861472096,0.5375,0.7927358925241867,0.0018482699333763164
forest_random_search_3y-2seeds__label_3y_beat_spy__r36__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 6, ""max_features"": 0.131801, ""max_samples"": 0.477426, ""min_samples_leaf"": 66, ""n_estimators"": 224}",97789ade81c1e55e,256351,8215.438550146824,0.3535010191664152,0.4668356621142774,0.6266255177307692,0.23729100951173684,0.22853804861472096,0.5375,0.7172254747504823,0.0018482699333763164
forest_random_search_3y-2seeds__label_3y_beat_spy__r15__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 11, ""max_features"": 0.47121, ""max_samples"": 0.307292, ""min_samples_leaf"": 74, ""n_estimators"": 112}",cb583056df73c5cf,256351,8215.438550146824,0.3535010191664152,0.4631849863780907,0.6258027256088858,0.23654074119694626,0.22853804861472096,0.5375,0.7746517213017823,0.0018482699333763164
forest_random_search_3y-2seeds__label_3y_beat_spy__r42__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 6, ""max_features"": 0.896291, ""max_samples"": 0.320485, ""min_samples_leaf"": 30, ""n_estimators"": 127}",e9eea784365c6ff2,256351,8215.438550146824,0.3535010191664152,0.46327339292033415,0.625203537130765,0.2370866759260458,0.22853804861472096,0.5375,0.7592304543303497,0.0018482699333763164
forest_random_search_3y-2seeds__label_3y_beat_spy__r35__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 13, ""max_features"": 0.75335, ""max_samples"": 0.25387, ""min_samples_leaf"": 382, ""n_estimators"": 391}",3e69e7229ca66b07,256351,8215.438550146824,0.3535010191664152,0.4624195987157911,0.6218482873048665,0.23943306415594565,0.22853804861472096,0.534375,0.727144877765899,0.0018375241779497098
forest_random_search_3y-2seeds__label_3y_beat_spy__r3__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 10, ""max_features"": 0.293153, ""max_samples"": 0.477292, ""min_samples_leaf"": 25, ""n_estimators"": 277}",cae7f8c18d39732b,256351,8215.438550146824,0.3535010191664152,0.46398634668871314,0.6290346906403351,0.23592757430609534,0.22853804861472096,0.534375,0.7769186903897637,0.0018375241779497098
forest_random_search_3y-2seeds__label_3y_beat_spy__r38__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 10, ""max_features"": 0.31757, ""max_samples"": 0.668022, ""min_samples_leaf"": 34, ""n_estimators"": 313}",90d6e91b14324af7,256351,8215.438550146824,0.3535010191664152,0.46354502067561126,0.6291723930379883,0.23541461383599732,0.22853804861472096,0.534375,0.7821202043132943,0.0018375241779497098
forest_random_search_3y-2seeds__label_3y_beat_spy__r25__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 14, ""max_features"": 0.250257, ""max_samples"": 0.628307, ""min_samples_leaf"": 230, ""n_estimators"": 332}",185e349b8c364678,256351,8215.438550146824,0.3535010191664152,0.4666454908721762,0.6261072229337216,0.23626963406799328,0.22853804861472096,0.534375,0.7542240728512375,0.0018375241779497098
forest_random_search_3y-2seeds__label_3y_beat_spy__r5__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 9, ""max_features"": 0.761626, ""max_samples"": 0.297319, ""min_samples_leaf"": 90, ""n_estimators"": 458}",92a55c3689ef2e21,256351,8215.438550146824,0.3535010191664152,0.46384944091820646,0.6261357120121458,0.23691972346867043,0.22853804861472096,0.53125,0.7708334596370967,0.0018267784225231033
forest_random_search_3y-2seeds__label_3y_beat_spy__r35__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 13, ""max_features"": 0.75335, ""max_samples"": 0.25387, ""min_samples_leaf"": 382, ""n_estimators"": 391}",1295427bd0a948cb,256351,8215.438550146824,0.3535010191664152,0.46227837653894865,0.6219717216313363,0.2396172910938718,0.22853804861472096,0.53125,0.7263200888554114,0.0018267784225231033
forest_random_search_3y-2seeds__label_3y_beat_spy__r23__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 6, ""max_features"": 0.709357, ""max_samples"": 0.424681, ""min_samples_leaf"": 48, ""n_estimators"": 412}",bbdc33058703803c,256351,8215.438550146824,0.3535010191664152,0.46340994585370804,0.6260813111285553,0.23717554361578003,0.22853804861472096,0.53125,0.7598911147598544,0.0018267784225231033
forest_random_search_3y-2seeds__label_3y_beat_spy__r0__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 13, ""max_features"": 0.473047, ""max_samples"": 0.629299, ""min_samples_leaf"": 189, ""n_estimators"": 180}",636a7a95e7d96ea9,256351,8215.438550146824,0.3535010191664152,0.46452665489047906,0.6254391255431397,0.23634207646011043,0.22853804861472096,0.528125,0.7709435330215161,0.001816032667096497
forest_random_search_3y-2seeds__label_3y_beat_spy__r15__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 11, ""max_features"": 0.47121, ""max_samples"": 0.307292, ""min_samples_leaf"": 74, ""n_estimators"": 112}",b09ba8c4153a51e3,256351,8215.438550146824,0.3535010191664152,0.4651121417895826,0.627160629348096,0.23623196523551124,0.22853804861472096,0.528125,0.7752448418382551,0.001816032667096497
forest_random_search_3y-2seeds__label_3y_beat_spy__r39__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 7, ""max_features"": 0.943519, ""max_samples"": 0.645839, ""min_samples_leaf"": 223, ""n_estimators"": 274}",ef97b3e811bff5f6,256351,8215.438550146824,0.3535010191664152,0.4629297549820971,0.6240714566989656,0.23698070138266203,0.22853804861472096,0.525,0.7747758144818648,0.0018052869116698903
forest_random_search_3y-2seeds__label_3y_beat_spy__r23__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 6, ""max_features"": 0.709357, ""max_samples"": 0.424681, ""min_samples_leaf"": 48, ""n_estimators"": 412}",c2b99a17ad70f34f,256351,8215.438550146824,0.3535010191664152,0.4635306467154089,0.626199352731817,0.2371615504654589,0.22853804861472096,0.525,0.7590985134246705,0.0018052869116698903
forest_random_search_3y-2seeds__label_3y_beat_spy__r7__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 8, ""max_features"": 0.414891, ""max_samples"": 0.434778, ""min_samples_leaf"": 37, ""n_estimators"": 230}",a407b1bf0c8da2fb,256351,8215.438550146824,0.3535010191664152,0.4637830346551263,0.62791868313182,0.23635116440263226,0.22853804861472096,0.525,0.7702517996433518,0.0018052869116698903
forest_random_search_3y-2seeds__label_3y_beat_spy__r0__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 13, ""max_features"": 0.473047, ""max_samples"": 0.629299, ""min_samples_leaf"": 189, ""n_estimators"": 180}",b066157edc3bf52d,256351,8215.438550146824,0.3535010191664152,0.4647517193261254,0.6260709149233321,0.23620038262009907,0.22853804861472096,0.521875,0.7722113975858261,0.001794541156243284
forest_random_search_3y-2seeds__label_3y_beat_spy__r3__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 10, ""max_features"": 0.293153, ""max_samples"": 0.477292, ""min_samples_leaf"": 25, ""n_estimators"": 277}",add5891f0a6a9e21,256351,8215.438550146824,0.3535010191664152,0.46416107775103255,0.6293538239279667,0.2355959414890472,0.22853804861472096,0.51875,0.77831217957358,0.0017837954008166775
forest_random_search_3y-2seeds__label_3y_beat_spy__r47__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 8, ""max_features"": 0.783506, ""max_samples"": 0.557704, ""min_samples_leaf"": 216, ""n_estimators"": 180}",bfd8b1f33c18976f,256351,8215.438550146824,0.3535010191664152,0.4621643349261514,0.6242891499949825,0.23705036950070504,0.22853804861472096,0.51875,0.7722406745269846,0.0017837954008166775
forest_random_search_3y-2seeds__label_3y_beat_spy__r37__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 9, ""max_features"": 0.369568, ""max_samples"": 0.67645, ""min_samples_leaf"": 51, ""n_estimators"": 424}",eb8d0098b7fd55f3,256351,8215.438550146824,0.3535010191664152,0.4641642544016139,0.6287860874924702,0.23561244045944754,0.22853804861472096,0.51875,0.779880749237831,0.0017837954008166775
forest_random_search_3y-2seeds__label_3y_beat_spy__r45__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 9, ""max_features"": 0.111846, ""max_samples"": 0.314828, ""min_samples_leaf"": 31, ""n_estimators"": 157}",247075f50436b80c,256351,8215.438550146824,0.3535010191664152,0.46685814754577476,0.6279978713266172,0.23620932147944548,0.22853804861472096,0.51875,0.7450276938453368,0.0017837954008166775
forest_random_search_3y-2seeds__label_3y_beat_spy__r20__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 5, ""max_features"": 0.691872, ""max_samples"": 0.423078, ""min_samples_leaf"": 68, ""n_estimators"": 195}",32c6ef2c74e2cf58,256351,8215.438550146824,0.3535010191664152,0.46337785141036303,0.6247853571534743,0.2381144534933081,0.22853804861472096,0.515625,0.7414963454350884,0.0017730496453900709
forest_random_search_3y-2seeds__label_3y_beat_spy__r2__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 9, ""max_features"": 0.415178, ""max_samples"": 0.663382, ""min_samples_leaf"": 159, ""n_estimators"": 261}",7a5268c8d56b9d67,256351,8215.438550146824,0.3535010191664152,0.4644583540116674,0.6267305934464302,0.23615049322850407,0.22853804861472096,0.515625,0.771524202415134,0.0017730496453900709
forest_random_search_3y-2seeds__label_3y_beat_spy__r40__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 15, ""max_features"": 0.85943, ""max_samples"": 0.459429, ""min_samples_leaf"": 55, ""n_estimators"": 108}",fdd79bb2cda76e08,256351,8215.438550146824,0.3535010191664152,0.46294469712825503,0.6268688937733321,0.2359085607643505,0.22853804861472096,0.515625,0.7916128778179274,0.0017730496453900709
forest_random_search_3y-2seeds__label_3y_beat_spy__r37__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 9, ""max_features"": 0.369568, ""max_samples"": 0.67645, ""min_samples_leaf"": 51, ""n_estimators"": 424}",82977ce74146017e,256351,8215.438550146824,0.3535010191664152,0.46356967831556284,0.6284246814916987,0.2357568203744574,0.22853804861472096,0.515625,0.7786196380925263,0.0017730496453900709
forest_random_search_3y-2seeds__label_3y_beat_spy__r33__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 6, ""max_features"": 0.802348, ""max_samples"": 0.64808, ""min_samples_leaf"": 31, ""n_estimators"": 108}",842ea43d691fefc8,256351,8215.438550146824,0.3535010191664152,0.4623354724561239,0.6252283587066392,0.2369507986477836,0.22853804861472096,0.515625,0.7607995618640081,0.0017730496453900709
forest_random_search_3y-2seeds__label_3y_beat_spy__r31__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 6, ""max_features"": 0.517101, ""max_samples"": 0.668913, ""min_samples_leaf"": 126, ""n_estimators"": 295}",715dee0c89db2477,256351,8215.438550146824,0.3535010191664152,0.46375955670977365,0.6254426449113125,0.23711116898956297,0.22853804861472096,0.5125,0.752267084504701,0.0017623038899634645
forest_random_search_3y-2seeds__label_3y_beat_spy__r42__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""gini"", ""max_depth"": 6, ""max_features"": 0.896291, ""max_samples"": 0.320485, ""min_samples_leaf"": 30, ""n_estimators"": 127}",002fd6437ac60998,256351,8215.438550146824,0.3535010191664152,0.46346341819362735,0.625446175155243,0.23694052585722014,0.22853804861472096,0.5125,0.7583388914632903,0.0017623038899634645
forest_random_search_3y-2seeds__label_3y_beat_spy__r47__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 8, ""max_features"": 0.783506, ""max_samples"": 0.557704, ""min_samples_leaf"": 216, ""n_estimators"": 180}",f010013a4827a156,256351,8215.438550146824,0.3535010191664152,0.46283995002614153,0.6245186032030821,0.23712936537120471,0.22853804861472096,0.509375,0.7735231836190206,0.0017515581345368578
forest_random_search_3y-2seeds__label_3y_beat_spy__r2__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 9, ""max_features"": 0.415178, ""max_samples"": 0.663382, ""min_samples_leaf"": 159, ""n_estimators"": 261}",ceb8880e774aa761,256351,8215.438550146824,0.3535010191664152,0.46383639348427996,0.626044130071338,0.23620414718727326,0.22853804861472096,0.509375,0.7711690059159608,0.0017515581345368578
forest_random_search_3y-2seeds__label_3y_beat_spy__r20__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 5, ""max_features"": 0.691872, ""max_samples"": 0.423078, ""min_samples_leaf"": 68, ""n_estimators"": 195}",fcb1bacfa220f087,256351,8215.438550146824,0.3535010191664152,0.4632593437916036,0.6242268732603024,0.23808484604564747,0.22853804861472096,0.509375,0.7438899764018745,0.0017515581345368578
forest_random_search_3y-2seeds__label_3y_beat_spy__r4__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""entropy"", ""max_depth"": 14, ""max_features"": 0.636915, ""max_samples"": 0.579044, ""min_samples_leaf"": 63, ""n_estimators"": 127}",954d3be503780c2b,256351,8215.438550146824,0.3535010191664152,0.4627797374999298,0.6275348741131417,0.23575780610772876,0.22853804861472096,0.50625,0.7941366115229641,0.0017408123791102514
forest_random_search_3y-2seeds__label_3y_beat_spy__r40__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 15, ""max_features"": 0.85943, ""max_samples"": 0.459429, ""min_samples_leaf"": 55, ""n_estimators"": 108}",c713f61d7f65ff6c,256351,8215.438550146824,0.3535010191664152,0.46184505641246065,0.6264308004611816,0.23601228910648372,0.22853804861472096,0.503125,0.7927756554062343,0.001730066623683645
forest_random_search_3y-2seeds__label_3y_beat_spy__r7__s232,completed,label_3y_beat_spy,,3,0,232,{},"{""criterion"": ""entropy"", ""max_depth"": 8, ""max_features"": 0.414891, ""max_samples"": 0.434778, ""min_samples_leaf"": 37, ""n_estimators"": 230}",4b668538e9649d00,256351,8215.438550146824,0.3535010191664152,0.4640445629508443,0.6280559815855218,0.23613588400327662,0.22853804861472096,0.5,0.7701258586894775,0.0017193208682570384
forest_random_search_3y-2seeds__label_3y_beat_spy__r33__s23,completed,label_3y_beat_spy,,3,0,23,{},"{""criterion"": ""gini"", ""max_depth"": 6, ""max_features"": 0.802348, ""max_samples"": 0.64808, ""min_samples_leaf"": 31, ""n_estimators"": 108}",c01400efb9a59e6b,256351,8215.438550146824,0.3535010191664152,0.46243232454133765,0.6255606710624017,0.236842475645215,0.22853804861472096,0.490625,0.7614958510612041,0.001687083601977219
