run,candidate,status,label,eval_label,horizon_years,feature_set,param_set,set_params,seed,grid_params,sampled_params,config_hash,n_test,effective_n,base_rate,pr_auc,roc_auc,brier,base_rate_brier,precision_at_20,conf_at_20,recall_at_20
xgb_search_cells_features_params__label_1y_beat_spy__fs0__set4__s23,xgb_search_cells_features_params__label_1y_beat_spy__fs0__set4,completed,label_1y_beat_spy,,1,0,4,"{""class_weight"": 0.1, ""colsample_bytree"": 0.607408, ""gamma"": 0.342094, ""learning_rate"": 0.0165055, ""max_depth"": 5, ""min_child_weight"": 7.1194, ""n_estimators"": 517, ""reg_alpha"": 5.39125, ""reg_lambda"": 0.0251088, ""subsample"": 0.631728}",23,{},{},29facea746cd4ad9,329925,28579.475396015943,0.4214394438772594,0.47703295836625365,0.5609047441399739,0.35414487323677346,0.24382823902168574,0.4725,0.24481253381818532,0.0013468349378959446
xgb_search_cells_features_params__label_2y_beat_spy__fs1__set1__s32,xgb_search_cells_features_params__label_2y_beat_spy__fs1__set1,completed,label_2y_beat_spy,,2,1,1,"{""class_weight"": 0.5, ""colsample_bytree"": 0.825382, ""gamma"": 4.79144, ""learning_rate"": 0.126577, ""max_depth"": 6, ""min_child_weight"": 5.09555, ""n_estimators"": 274, ""reg_alpha"": 4.30687, ""reg_lambda"": 0.235585, ""subsample"": 0.920096}",32,{},{},675f7e4a7e923d90,292576,13435.081087150693,0.38335620724370656,0.45972337075322867,0.5938480364750837,0.2370748077694818,0.23639422561142684,0.4722222222222222,0.6520155469576517,0.001485949040688781
xgb_search_cells_features_params__label_2y_beat_spy__fs1__set3__s23,xgb_search_cells_features_params__label_2y_beat_spy__fs1__set3,completed,label_2y_beat_spy,,2,1,3,"{""class_weight"": 0.1, ""colsample_bytree"": 0.765949, ""gamma"": 0.000139965, ""learning_rate"": 0.0114436, ""max_depth"": 8, ""min_child_weight"": 7.50202, ""n_estimators"": 1069, ""reg_alpha"": 3.75825, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",23,{},{},58a7e72803291751,292576,13435.081087150693,0.38335620724370656,0.46209540204618527,0.5990575119490361,0.3094156251906223,0.23639422561142684,0.4722222222222222,0.3964904556257857,0.001485949040688781
xgb_search_cells_features_params__label_3y_beat_spy__fs1__set2__s32,xgb_search_cells_features_params__label_3y_beat_spy__fs1__set2,completed,label_3y_beat_spy,,3,1,2,"{""class_weight"": 0.1, ""colsample_bytree"": 0.638389, ""gamma"": 0.00994761, ""learning_rate"": 0.0113265, ""max_depth"": 6, ""min_child_weight"": 59.9175, ""n_estimators"": 195, ""reg_alpha"": 0.000140183, ""reg_lambda"": 0.418799, ""subsample"": 0.887142}",32,{},{},08072a5e5468cda2,256351,8215.438550146824,0.3535010191664152,0.4562256212766862,0.6182267051853411,0.2798409742021543,0.22853804861472096,0.471875,0.2540751161985099,0.00162260906941758
xgb_search_cells_features_params__label_1y_beat_spy__fs1__set1__s23,xgb_search_cells_features_params__label_1y_beat_spy__fs1__set1,completed,label_1y_beat_spy,,1,1,1,"{""class_weight"": 0.5, ""colsample_bytree"": 0.825382, ""gamma"": 4.79144, ""learning_rate"": 0.126577, ""max_depth"": 6, ""min_child_weight"": 5.09555, ""n_estimators"": 274, ""reg_alpha"": 4.30687, ""reg_lambda"": 0.235585, ""subsample"": 0.920096}",23,{},{},e44dc7545d65c677,329925,28579.475396015943,0.4214394438772594,0.48175314089746796,0.567829010592493,0.2532056911181555,0.24382823902168574,0.47,0.6479504598677158,0.0013397088271134264
xgb_search_cells_features_params__label_2y_beat_spy__fs1__set1__s1776,xgb_search_cells_features_params__label_2y_beat_spy__fs1__set1,completed,label_2y_beat_spy,,2,1,1,"{""class_weight"": 0.5, ""colsample_bytree"": 0.825382, ""gamma"": 4.79144, ""learning_rate"": 0.126577, ""max_depth"": 6, ""min_child_weight"": 5.09555, ""n_estimators"": 274, ""reg_alpha"": 4.30687, ""reg_lambda"": 0.235585, ""subsample"": 0.920096}",1776,{},{},b00521f64ea56e0b,292576,13435.081087150693,0.38335620724370656,0.4611968222385622,0.5945884096872249,0.2368138948329698,0.23639422561142684,0.46944444444444444,0.6464990932908323,0.001477208163978847
xgb_search_cells_features_params__label_3y_beat_spy__fs1__set2__s23,xgb_search_cells_features_params__label_3y_beat_spy__fs1__set2,completed,label_3y_beat_spy,,3,1,2,"{""class_weight"": 0.1, ""colsample_bytree"": 0.638389, ""gamma"": 0.00994761, ""learning_rate"": 0.0113265, ""max_depth"": 6, ""min_child_weight"": 59.9175, ""n_estimators"": 195, ""reg_alpha"": 0.000140183, ""reg_lambda"": 0.418799, ""subsample"": 0.887142}",23,{},{},cb534b520bd5e0df,256351,8215.438550146824,0.3535010191664152,0.4565996423140558,0.6182524709418097,0.27979018261942745,0.22853804861472096,0.46875,0.25382464826107026,0.0016118633139909735
xgb_search_cells_features_params__label_1y_beat_spy__fs0__set2__s23,xgb_search_cells_features_params__label_1y_beat_spy__fs0__set2,completed,label_1y_beat_spy,,1,0,2,"{""class_weight"": 0.1, ""colsample_bytree"": 0.638389, ""gamma"": 0.00994761, ""learning_rate"": 0.0113265, ""max_depth"": 6, ""min_child_weight"": 59.9175, ""n_estimators"": 195, ""reg_alpha"": 0.000140183, ""reg_lambda"": 0.418799, ""subsample"": 0.887142}",23,{},{},7d69340ceca47d6c,329925,28579.475396015943,0.4214394438772594,0.48017294282582285,0.5625886376688074,0.3472632638651572,0.24382823902168574,0.4675,0.21029947504401206,0.0013325827163309081
xgb_search_cells_features_params__label_1y_beat_spy__fs0__set1__s23,xgb_search_cells_features_params__label_1y_beat_spy__fs0__set1,completed,label_1y_beat_spy,,1,0,1,"{""class_weight"": 0.5, ""colsample_bytree"": 0.825382, ""gamma"": 4.79144, ""learning_rate"": 0.126577, ""max_depth"": 6, ""min_child_weight"": 5.09555, ""n_estimators"": 274, ""reg_alpha"": 4.30687, ""reg_lambda"": 0.235585, ""subsample"": 0.920096}",23,{},{},97a7e1c70b65a2fb,329925,28579.475396015943,0.4214394438772594,0.476115548985653,0.5601418981547384,0.2592013986431896,0.24382823902168574,0.465,0.6070908996462822,0.0013254566055483899
xgb_search_cells_features_params__label_2y_beat_spy__fs1__set1__s23,xgb_search_cells_features_params__label_2y_beat_spy__fs1__set1,completed,label_2y_beat_spy,,2,1,1,"{""class_weight"": 0.5, ""colsample_bytree"": 0.825382, ""gamma"": 4.79144, ""learning_rate"": 0.126577, ""max_depth"": 6, ""min_child_weight"": 5.09555, ""n_estimators"": 274, ""reg_alpha"": 4.30687, ""reg_lambda"": 0.235585, ""subsample"": 0.920096}",23,{},{},070a7d53ca417bbe,292576,13435.081087150693,0.38335620724370656,0.4602927302202743,0.5936874471851334,0.23701053125693336,0.23639422561142684,0.4638888888888889,0.6505889139241643,0.0014597264105589791
xgb_search_cells_features_params__label_2y_beat_spy__fs1__set2__s1776,xgb_search_cells_features_params__label_2y_beat_spy__fs1__set2,completed,label_2y_beat_spy,,2,1,2,"{""class_weight"": 0.1, ""colsample_bytree"": 0.638389, ""gamma"": 0.00994761, ""learning_rate"": 0.0113265, ""max_depth"": 6, ""min_child_weight"": 59.9175, ""n_estimators"": 195, ""reg_alpha"": 0.000140183, ""reg_lambda"": 0.418799, ""subsample"": 0.887142}",1776,{},{},8dbce40c2eea052c,292576,13435.081087150693,0.38335620724370656,0.4621236739190054,0.591961625145561,0.3087485529369456,0.23639422561142684,0.4638888888888889,0.24174760774605805,0.0014597264105589791
xgb_search_cells_features_params__label_1y_beat_spy__fs0__set3__s1776,xgb_search_cells_features_params__label_1y_beat_spy__fs0__set3,completed,label_1y_beat_spy,,1,0,3,"{""class_weight"": 0.1, ""colsample_bytree"": 0.765949, ""gamma"": 0.000139965, ""learning_rate"": 0.0114436, ""max_depth"": 8, ""min_child_weight"": 7.50202, ""n_estimators"": 1069, ""reg_alpha"": 3.75825, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",1776,{},{},0604a3d48ad37b3b,329925,28579.475396015943,0.4214394438772594,0.4823164975740366,0.5676364377624528,0.35215522754116874,0.24382823902168574,0.4625,0.2979987370222807,0.0013183304947658717
xgb_search_cells_features_params__label_1y_beat_spy__fs0__set2__s32,xgb_search_cells_features_params__label_1y_beat_spy__fs0__set2,completed,label_1y_beat_spy,,1,0,2,"{""class_weight"": 0.1, ""colsample_bytree"": 0.638389, ""gamma"": 0.00994761, ""learning_rate"": 0.0113265, ""max_depth"": 6, ""min_child_weight"": 59.9175, ""n_estimators"": 195, ""reg_alpha"": 0.000140183, ""reg_lambda"": 0.418799, ""subsample"": 0.887142}",32,{},{},d339c26b2cd17f26,329925,28579.475396015943,0.4214394438772594,0.4787474748586114,0.5613331541130187,0.3476265017380063,0.24382823902168574,0.4625,0.21127690881490707,0.0013183304947658717
xgb_search_cells_features_params__label_1y_beat_spy__fs0__set2__s1776,xgb_search_cells_features_params__label_1y_beat_spy__fs0__set2,completed,label_1y_beat_spy,,1,0,2,"{""class_weight"": 0.1, ""colsample_bytree"": 0.638389, ""gamma"": 0.00994761, ""learning_rate"": 0.0113265, ""max_depth"": 6, ""min_child_weight"": 59.9175, ""n_estimators"": 195, ""reg_alpha"": 0.000140183, ""reg_lambda"": 0.418799, ""subsample"": 0.887142}",1776,{},{},a9fc025f8044fd20,329925,28579.475396015943,0.4214394438772594,0.4791575317862897,0.5615515424346,0.34727717985936774,0.24382823902168574,0.4625,0.2112840124219656,0.0013183304947658717
xgb_search_cells_features_params__label_2y_beat_spy__fs1__set3__s1776,xgb_search_cells_features_params__label_2y_beat_spy__fs1__set3,completed,label_2y_beat_spy,,2,1,3,"{""class_weight"": 0.1, ""colsample_bytree"": 0.765949, ""gamma"": 0.000139965, ""learning_rate"": 0.0114436, ""max_depth"": 8, ""min_child_weight"": 7.50202, ""n_estimators"": 1069, ""reg_alpha"": 3.75825, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",1776,{},{},aa1aca84001367b1,292576,13435.081087150693,0.38335620724370656,0.46239806788054993,0.5991780448495381,0.3093237098775706,0.23639422561142684,0.46111111111111114,0.39607236509521804,0.001450985533849045
xgb_search_cells_features_params__label_1y_beat_spy__fs1__set0__s32,xgb_search_cells_features_params__label_1y_beat_spy__fs1__set0,completed,label_1y_beat_spy,,1,1,0,"{""class_weight"": 0.5, ""colsample_bytree"": 0.407286, ""gamma"": 0.000106243, ""learning_rate"": 0.0118662, ""max_depth"": 8, ""min_child_weight"": 89.3656, ""n_estimators"": 556, ""reg_alpha"": 0.436331, ""reg_lambda"": 21.3796, ""subsample"": 0.6872}",32,{},{},8831f91b3587b381,329925,28579.475396015943,0.4214394438772594,0.4840310113187921,0.5710035597627576,0.2526464579184408,0.24382823902168574,0.46,0.6498378454893827,0.0013112043839833534
xgb_search_cells_features_params__label_1y_beat_spy__fs0__set4__s1776,xgb_search_cells_features_params__label_1y_beat_spy__fs0__set4,completed,label_1y_beat_spy,,1,0,4,"{""class_weight"": 0.1, ""colsample_bytree"": 0.607408, ""gamma"": 0.342094, ""learning_rate"": 0.0165055, ""max_depth"": 5, ""min_child_weight"": 7.1194, ""n_estimators"": 517, ""reg_alpha"": 5.39125, ""reg_lambda"": 0.0251088, ""subsample"": 0.631728}",1776,{},{},d8d6feea5ba86bc4,329925,28579.475396015943,0.4214394438772594,0.47624004476234433,0.560593696987022,0.3543169036830838,0.24382823902168574,0.46,0.24491774179041387,0.0013112043839833534
xgb_search_cells_features_params__label_2y_beat_spy__fs1__set3__s32,xgb_search_cells_features_params__label_2y_beat_spy__fs1__set3,completed,label_2y_beat_spy,,2,1,3,"{""class_weight"": 0.1, ""colsample_bytree"": 0.765949, ""gamma"": 0.000139965, ""learning_rate"": 0.0114436, ""max_depth"": 8, ""min_child_weight"": 7.50202, ""n_estimators"": 1069, ""reg_alpha"": 3.75825, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",32,{},{},ddb7a9d2b903186d,292576,13435.081087150693,0.38335620724370656,0.4620694090575531,0.5990204795216929,0.30943571891435095,0.23639422561142684,0.4583333333333333,0.39553790104885894,0.001442244657139111
xgb_search_cells_features_params__label_2y_beat_spy__fs1__set4__s1776,xgb_search_cells_features_params__label_2y_beat_spy__fs1__set4,completed,label_2y_beat_spy,,2,1,4,"{""class_weight"": 0.1, ""colsample_bytree"": 0.607408, ""gamma"": 0.342094, ""learning_rate"": 0.0165055, ""max_depth"": 5, ""min_child_weight"": 7.1194, ""n_estimators"": 517, ""reg_alpha"": 5.39125, ""reg_lambda"": 0.0251088, ""subsample"": 0.631728}",1776,{},{},8c5531dcb2603cda,292576,13435.081087150693,0.38335620724370656,0.459191923061415,0.5920724507495365,0.31166100314661244,0.23639422561142684,0.4583333333333333,0.2966100441498889,0.001442244657139111
xgb_search_cells_features_params__label_1y_beat_spy__fs1__set4__s1776,xgb_search_cells_features_params__label_1y_beat_spy__fs1__set4,completed,label_1y_beat_spy,,1,1,4,"{""class_weight"": 0.1, ""colsample_bytree"": 0.607408, ""gamma"": 0.342094, ""learning_rate"": 0.0165055, ""max_depth"": 5, ""min_child_weight"": 7.1194, ""n_estimators"": 517, ""reg_alpha"": 5.39125, ""reg_lambda"": 0.0251088, ""subsample"": 0.631728}",1776,{},{},9cd798d1e1345da1,329925,28579.475396015943,0.4214394438772594,0.48174340194062043,0.5676294184813656,0.34651212868404346,0.24382823902168574,0.4575,0.29388874273747206,0.0013040782732008352
xgb_search_cells_features_params__label_2y_beat_spy__fs1__set4__s23,xgb_search_cells_features_params__label_2y_beat_spy__fs1__set4,completed,label_2y_beat_spy,,2,1,4,"{""class_weight"": 0.1, ""colsample_bytree"": 0.607408, ""gamma"": 0.342094, ""learning_rate"": 0.0165055, ""max_depth"": 5, ""min_child_weight"": 7.1194, ""n_estimators"": 517, ""reg_alpha"": 5.39125, ""reg_lambda"": 0.0251088, ""subsample"": 0.631728}",23,{},{},6d63d7cdf2ddb27b,292576,13435.081087150693,0.38335620724370656,0.45932383303105556,0.5919024579106515,0.3116321615116944,0.23639422561142684,0.45555555555555555,0.29777238331735134,0.001433503780429177
xgb_search_cells_features_params__label_1y_beat_spy__fs0__set4__s32,xgb_search_cells_features_params__label_1y_beat_spy__fs0__set4,completed,label_1y_beat_spy,,1,0,4,"{""class_weight"": 0.1, ""colsample_bytree"": 0.607408, ""gamma"": 0.342094, ""learning_rate"": 0.0165055, ""max_depth"": 5, ""min_child_weight"": 7.1194, ""n_estimators"": 517, ""reg_alpha"": 5.39125, ""reg_lambda"": 0.0251088, ""subsample"": 0.631728}",32,{},{},d4275b312121c773,329925,28579.475396015943,0.4214394438772594,0.47620977021533645,0.5606290600618559,0.35437906275076303,0.24382823902168574,0.455,0.24449822667986154,0.001296952162418317
xgb_search_cells_features_params__label_1y_beat_spy__fs0__set1__s1776,xgb_search_cells_features_params__label_1y_beat_spy__fs0__set1,completed,label_1y_beat_spy,,1,0,1,"{""class_weight"": 0.5, ""colsample_bytree"": 0.825382, ""gamma"": 4.79144, ""learning_rate"": 0.126577, ""max_depth"": 6, ""min_child_weight"": 5.09555, ""n_estimators"": 274, ""reg_alpha"": 4.30687, ""reg_lambda"": 0.235585, ""subsample"": 0.920096}",1776,{},{},578edc97efa01e90,329925,28579.475396015943,0.4214394438772594,0.4759909910409295,0.5603972733779197,0.25926896857835047,0.24382823902168574,0.455,0.6012543351203203,0.001296952162418317
xgb_search_cells_features_params__label_1y_beat_spy__fs1__set3__s23,xgb_search_cells_features_params__label_1y_beat_spy__fs1__set3,completed,label_1y_beat_spy,,1,1,3,"{""class_weight"": 0.1, ""colsample_bytree"": 0.765949, ""gamma"": 0.000139965, ""learning_rate"": 0.0114436, ""max_depth"": 8, ""min_child_weight"": 7.50202, ""n_estimators"": 1069, ""reg_alpha"": 3.75825, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",23,{},{},b648db0cefa27e3b,329925,28579.475396015943,0.4214394438772594,0.48429000558072943,0.571990444680304,0.3436959252799547,0.24382823902168574,0.4525,0.37892674405127763,0.0012898260516357987
xgb_search_cells_features_params__label_1y_beat_spy__fs1__set4__s32,xgb_search_cells_features_params__label_1y_beat_spy__fs1__set4,completed,label_1y_beat_spy,,1,1,4,"{""class_weight"": 0.1, ""colsample_bytree"": 0.607408, ""gamma"": 0.342094, ""learning_rate"": 0.0165055, ""max_depth"": 5, ""min_child_weight"": 7.1194, ""n_estimators"": 517, ""reg_alpha"": 5.39125, ""reg_lambda"": 0.0251088, ""subsample"": 0.631728}",32,{},{},a24146ba5b5d6139,329925,28579.475396015943,0.4214394438772594,0.4816871476069129,0.567519967650369,0.34660757440944484,0.24382823902168574,0.4525,0.2951123873516917,0.0012898260516357987
xgb_search_cells_features_params__label_1y_beat_spy__fs1__set0__s1776,xgb_search_cells_features_params__label_1y_beat_spy__fs1__set0,completed,label_1y_beat_spy,,1,1,0,"{""class_weight"": 0.5, ""colsample_bytree"": 0.407286, ""gamma"": 0.000106243, ""learning_rate"": 0.0118662, ""max_depth"": 8, ""min_child_weight"": 89.3656, ""n_estimators"": 556, ""reg_alpha"": 0.436331, ""reg_lambda"": 21.3796, ""subsample"": 0.6872}",1776,{},{},f7db32756e44f5e3,329925,28579.475396015943,0.4214394438772594,0.4839497419253369,0.5708907598423729,0.25267570494827346,0.24382823902168574,0.45,0.6490870297700166,0.0012826999408532805
xgb_search_cells_features_params__label_2y_beat_spy__fs1__set4__s32,xgb_search_cells_features_params__label_2y_beat_spy__fs1__set4,completed,label_2y_beat_spy,,2,1,4,"{""class_weight"": 0.1, ""colsample_bytree"": 0.607408, ""gamma"": 0.342094, ""learning_rate"": 0.0165055, ""max_depth"": 5, ""min_child_weight"": 7.1194, ""n_estimators"": 517, ""reg_alpha"": 5.39125, ""reg_lambda"": 0.0251088, ""subsample"": 0.631728}",32,{},{},bf64e293ebec7e6d,292576,13435.081087150693,0.38335620724370656,0.4596351502156491,0.5922543487263088,0.3116265506252777,0.23639422561142684,0.45,0.29512020916574533,0.0014160220270093091
xgb_search_cells_features_params__label_1y_beat_spy__fs1__set0__s23,xgb_search_cells_features_params__label_1y_beat_spy__fs1__set0,completed,label_1y_beat_spy,,1,1,0,"{""class_weight"": 0.5, ""colsample_bytree"": 0.407286, ""gamma"": 0.000106243, ""learning_rate"": 0.0118662, ""max_depth"": 8, ""min_child_weight"": 89.3656, ""n_estimators"": 556, ""reg_alpha"": 0.436331, ""reg_lambda"": 21.3796, ""subsample"": 0.6872}",23,{},{},593a23479c4321fc,329925,28579.475396015943,0.4214394438772594,0.4837853907525162,0.5707179199644663,0.25265945026745246,0.24382823902168574,0.4475,0.6498068232089281,0.0012755738300707622
xgb_search_cells_features_params__label_3y_beat_spy__fs1__set4__s23,xgb_search_cells_features_params__label_3y_beat_spy__fs1__set4,completed,label_3y_beat_spy,,3,1,4,"{""class_weight"": 0.1, ""colsample_bytree"": 0.607408, ""gamma"": 0.342094, ""learning_rate"": 0.0165055, ""max_depth"": 5, ""min_child_weight"": 7.1194, ""n_estimators"": 517, ""reg_alpha"": 5.39125, ""reg_lambda"": 0.0251088, ""subsample"": 0.631728}",23,{},{},af3b7cd901d8e574,256351,8215.438550146824,0.3535010191664152,0.454321029480381,0.6180587429480023,0.28171807783707126,0.22853804861472096,0.44375,0.3324086962733418,0.0015258972705781216
xgb_search_cells_features_params__label_1y_beat_spy__fs1__set3__s32,xgb_search_cells_features_params__label_1y_beat_spy__fs1__set3,completed,label_1y_beat_spy,,1,1,3,"{""class_weight"": 0.1, ""colsample_bytree"": 0.765949, ""gamma"": 0.000139965, ""learning_rate"": 0.0114436, ""max_depth"": 8, ""min_child_weight"": 7.50202, ""n_estimators"": 1069, ""reg_alpha"": 3.75825, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",32,{},{},63486aa696b345da,329925,28579.475396015943,0.4214394438772594,0.48420972578444915,0.57191140865571,0.34375825896329254,0.24382823902168574,0.4425,0.37848791394382714,0.0012613216085057258
xgb_search_cells_features_params__label_1y_beat_spy__fs1__set4__s23,xgb_search_cells_features_params__label_1y_beat_spy__fs1__set4,completed,label_1y_beat_spy,,1,1,4,"{""class_weight"": 0.1, ""colsample_bytree"": 0.607408, ""gamma"": 0.342094, ""learning_rate"": 0.0165055, ""max_depth"": 5, ""min_child_weight"": 7.1194, ""n_estimators"": 517, ""reg_alpha"": 5.39125, ""reg_lambda"": 0.0251088, ""subsample"": 0.631728}",23,{},{},386ce47c39424b6e,329925,28579.475396015943,0.4214394438772594,0.4817090087352831,0.5675853814406744,0.346546017023894,0.24382823902168574,0.44,0.2947354314103723,0.0012541954977232075
xgb_search_cells_features_params__label_1y_beat_spy__fs1__set3__s1776,xgb_search_cells_features_params__label_1y_beat_spy__fs1__set3,completed,label_1y_beat_spy,,1,1,3,"{""class_weight"": 0.1, ""colsample_bytree"": 0.765949, ""gamma"": 0.000139965, ""learning_rate"": 0.0114436, ""max_depth"": 8, ""min_child_weight"": 7.50202, ""n_estimators"": 1069, ""reg_alpha"": 3.75825, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",1776,{},{},66adaa98b3d98d56,329925,28579.475396015943,0.4214394438772594,0.48430871900692374,0.572058316359791,0.34377268184865106,0.24382823902168574,0.44,0.37727562956511973,0.0012541954977232075
xgb_search_cells_features_params__label_1y_beat_spy__fs0__set3__s23,xgb_search_cells_features_params__label_1y_beat_spy__fs0__set3,completed,label_1y_beat_spy,,1,0,3,"{""class_weight"": 0.1, ""colsample_bytree"": 0.765949, ""gamma"": 0.000139965, ""learning_rate"": 0.0114436, ""max_depth"": 8, ""min_child_weight"": 7.50202, ""n_estimators"": 1069, ""reg_alpha"": 3.75825, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",23,{},{},744555ff9506115a,329925,28579.475396015943,0.4214394438772594,0.4817608263574335,0.5672711750099562,0.3523796493709015,0.24382823902168574,0.44,0.2966940849646926,0.0012541954977232075
xgb_search_cells_features_params__label_3y_beat_spy__fs1__set3__s1776,xgb_search_cells_features_params__label_3y_beat_spy__fs1__set3,completed,label_3y_beat_spy,,3,1,3,"{""class_weight"": 0.1, ""colsample_bytree"": 0.765949, ""gamma"": 0.000139965, ""learning_rate"": 0.0114436, ""max_depth"": 8, ""min_child_weight"": 7.50202, ""n_estimators"": 1069, ""reg_alpha"": 3.75825, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",1776,{},{},3ec82ecaa066b123,256351,8215.438550146824,0.3535010191664152,0.4546784414519106,0.6229081546565445,0.27975658043838103,0.22853804861472096,0.4375,0.45256910733878614,0.0015044057597249087
xgb_search_cells_features_params__label_2y_beat_spy__fs1__set0__s23,xgb_search_cells_features_params__label_2y_beat_spy__fs1__set0,completed,label_2y_beat_spy,,2,1,0,"{""class_weight"": 0.5, ""colsample_bytree"": 0.407286, ""gamma"": 0.000106243, ""learning_rate"": 0.0118662, ""max_depth"": 8, ""min_child_weight"": 89.3656, ""n_estimators"": 556, ""reg_alpha"": 0.436331, ""reg_lambda"": 21.3796, ""subsample"": 0.6872}",23,{},{},8eee4ef19c6be726,292576,13435.081087150693,0.38335620724370656,0.46258303344447094,0.5975173050560416,0.23671833143942236,0.23639422561142684,0.4361111111111111,0.6670876921051079,0.001372317643459639
xgb_search_cells_features_params__label_1y_beat_spy__fs0__set3__s32,xgb_search_cells_features_params__label_1y_beat_spy__fs0__set3,completed,label_1y_beat_spy,,1,0,3,"{""class_weight"": 0.1, ""colsample_bytree"": 0.765949, ""gamma"": 0.000139965, ""learning_rate"": 0.0114436, ""max_depth"": 8, ""min_child_weight"": 7.50202, ""n_estimators"": 1069, ""reg_alpha"": 3.75825, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",32,{},{},98d5d97fbb452188,329925,28579.475396015943,0.4214394438772594,0.48195131240607597,0.5674293083154323,0.352294652554466,0.24382823902168574,0.435,0.29622035786509515,0.001239943276158171
xgb_search_cells_features_params__label_1y_beat_spy__fs1__set1__s1776,xgb_search_cells_features_params__label_1y_beat_spy__fs1__set1,completed,label_1y_beat_spy,,1,1,1,"{""class_weight"": 0.5, ""colsample_bytree"": 0.825382, ""gamma"": 4.79144, ""learning_rate"": 0.126577, ""max_depth"": 6, ""min_child_weight"": 5.09555, ""n_estimators"": 274, ""reg_alpha"": 4.30687, ""reg_lambda"": 0.235585, ""subsample"": 0.920096}",1776,{},{},e77e973a6e5450da,329925,28579.475396015943,0.4214394438772594,0.4814009141622789,0.5675578686041436,0.2532551484703955,0.24382823902168574,0.435,0.6474539706110954,0.001239943276158171
xgb_search_cells_features_params__label_3y_beat_spy__fs1__set3__s23,xgb_search_cells_features_params__label_3y_beat_spy__fs1__set3,completed,label_3y_beat_spy,,3,1,3,"{""class_weight"": 0.1, ""colsample_bytree"": 0.765949, ""gamma"": 0.000139965, ""learning_rate"": 0.0114436, ""max_depth"": 8, ""min_child_weight"": 7.50202, ""n_estimators"": 1069, ""reg_alpha"": 3.75825, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",23,{},{},3d11de05a9c8b87c,256351,8215.438550146824,0.3535010191664152,0.4547607914166223,0.6231369672620577,0.2797475464976439,0.22853804861472096,0.434375,0.4510577217675745,0.0014936600042983021
xgb_search_cells_features_params__label_2y_beat_spy__fs1__set0__s1776,xgb_search_cells_features_params__label_2y_beat_spy__fs1__set0,completed,label_2y_beat_spy,,2,1,0,"{""class_weight"": 0.5, ""colsample_bytree"": 0.407286, ""gamma"": 0.000106243, ""learning_rate"": 0.0118662, ""max_depth"": 8, ""min_child_weight"": 89.3656, ""n_estimators"": 556, ""reg_alpha"": 0.436331, ""reg_lambda"": 21.3796, ""subsample"": 0.6872}",1776,{},{},07209be3760f1e3a,292576,13435.081087150693,0.38335620724370656,0.4625283010076042,0.5971549028568501,0.23678274230022975,0.23639422561142684,0.43333333333333335,0.6665472532312076,0.001363576766749705
xgb_search_cells_features_params__label_3y_beat_spy__fs1__set3__s32,xgb_search_cells_features_params__label_3y_beat_spy__fs1__set3,completed,label_3y_beat_spy,,3,1,3,"{""class_weight"": 0.1, ""colsample_bytree"": 0.765949, ""gamma"": 0.000139965, ""learning_rate"": 0.0114436, ""max_depth"": 8, ""min_child_weight"": 7.50202, ""n_estimators"": 1069, ""reg_alpha"": 3.75825, ""reg_lambda"": 0.186001, ""subsample"": 0.954949}",32,{},{},e8b8cab16a2317b4,256351,8215.438550146824,0.3535010191664152,0.45457541554983133,0.6229690257687622,0.2798073678563028,0.22853804861472096,0.421875,0.4515469736885279,0.0014506769825918763
xgb_search_cells_features_params__label_2y_beat_spy__fs1__set0__s32,xgb_search_cells_features_params__label_2y_beat_spy__fs1__set0,completed,label_2y_beat_spy,,2,1,0,"{""class_weight"": 0.5, ""colsample_bytree"": 0.407286, ""gamma"": 0.000106243, ""learning_rate"": 0.0118662, ""max_depth"": 8, ""min_child_weight"": 89.3656, ""n_estimators"": 556, ""reg_alpha"": 0.436331, ""reg_lambda"": 21.3796, ""subsample"": 0.6872}",32,{},{},b3b3ec0998f18f57,292576,13435.081087150693,0.38335620724370656,0.4624997221509554,0.5974925070246238,0.23674509345423367,0.23639422561142684,0.4166666666666667,0.6668215879135662,0.001311131506490101
xgb_search_cells_features_params__label_3y_beat_spy__fs1__set4__s32,xgb_search_cells_features_params__label_3y_beat_spy__fs1__set4,completed,label_3y_beat_spy,,3,1,4,"{""class_weight"": 0.1, ""colsample_bytree"": 0.607408, ""gamma"": 0.342094, ""learning_rate"": 0.0165055, ""max_depth"": 5, ""min_child_weight"": 7.1194, ""n_estimators"": 517, ""reg_alpha"": 5.39125, ""reg_lambda"": 0.0251088, ""subsample"": 0.631728}",32,{},{},688987591c27d713,256351,8215.438550146824,0.3535010191664152,0.4543093527774379,0.6182881184000306,0.2818340658304057,0.22853804861472096,0.415625,0.3313509166706353,0.0014291854717386632
